item	itemLabel	when	date
http://www.wikidata.org/entity/Q388088	Brunel Award	1985-01-01T00:00:00Z	1985
http://www.wikidata.org/entity/Q388573	The Christians	1985-01-01T00:00:00Z	1985
http://www.wikidata.org/entity/Q391393	Agathocles	1985-01-01T00:00:00Z	1985
http://www.wikidata.org/entity/Q392164	Louvatange	1985-01-01T00:00:00Z	1985
http://www.wikidata.org/entity/Q392379	The Desert Rose Band	1985-01-01T00:00:00Z	1985
http://www.wikidata.org/entity/Q392886	DQS	1985-01-01T00:00:00Z	1985
http://www.wikidata.org/entity/Q400489	Ahlershorst	1985-01-01T00:00:00Z	1985
http://www.wikidata.org/entity/Q402956	Vizcaya Technology Park	1985-01-01T00:00:00Z	1985
http://www.wikidata.org/entity/Q404083	Swiss AIDS Federation	1985-01-01T00:00:00Z	1985
http://www.wikidata.org/entity/Q404441	Supercopa ASOBAL	1985-01-01T00:00:00Z	1985
http://www.wikidata.org/entity/Q406832	Air Atlantis	1985-01-01T00:00:00Z	1985
http://www.wikidata.org/entity/Q410154	Aisthesis Verlag	1985-01-01T00:00:00Z	1985
http://www.wikidata.org/entity/Q422480	Q422480	1985-01-01T00:00:00Z	1985
http://www.wikidata.org/entity/Q422629	North Sea Action Group	1985-01-01T00:00:00Z	1985
http://www.wikidata.org/entity/Q426184	Ĵomart and Nataŝa	1985-01-01T00:00:00Z	1985
http://www.wikidata.org/entity/Q429163	A1 autostrada	1985-01-01T00:00:00Z	1985
http://www.wikidata.org/entity/Q429422	A2 autostrada	1985-01-01T00:00:00Z	1985
http://www.wikidata.org/entity/Q429672	A4 autostrada	1985-01-01T00:00:00Z	1985
http://www.wikidata.org/entity/Q431360	Miami Open	1985-01-01T00:00:00Z	1985
http://www.wikidata.org/entity/Q431534	Association des États Généraux des Étudiants de l'Europe	1985-01-01T00:00:00Z	1985
http://www.wikidata.org/entity/Q434017	Altair Engineering	1985-01-01T00:00:00Z	1985
http://www.wikidata.org/entity/Q438112	Alter Neckar	1985-01-01T00:00:00Z	1985
http://www.wikidata.org/entity/Q439779	Q439779	1985-01-01T00:00:00Z	1985
http://www.wikidata.org/entity/Q441995	Minervois AOC	1985-01-01T00:00:00Z	1985
http://www.wikidata.org/entity/Q442001	Conner Peripherals	1985-01-01T00:00:00Z	1985
http://www.wikidata.org/entity/Q442345	Simon-Kucher & Partners	1985-01-01T00:00:00Z	1985
http://www.wikidata.org/entity/Q445007	Altria	1985-01-01T00:00:00Z	1985
http://www.wikidata.org/entity/Q449019	Escuela Internacional de Cine y Televisión	1985-01-01T00:00:00Z	1985
http://www.wikidata.org/entity/Q452283	Nestlé Children's Book Prize	1985-01-01T00:00:00Z	1985
http://www.wikidata.org/entity/Q453745	Amanda Awards	1985-01-01T00:00:00Z	1985
http://www.wikidata.org/entity/Q455320	Love/Hate	1985-01-01T00:00:00Z	1985
http://www.wikidata.org/entity/Q457155	Ambergtunnel	1985-01-01T00:00:00Z	1985
http://www.wikidata.org/entity/Q457987	Surrey Satellite Technology	1985-01-01T00:00:00Z	1985
http://www.wikidata.org/entity/Q458480	neotraditional country	1985-01-01T00:00:00Z	1985
http://www.wikidata.org/entity/Q462372	Yellow Crane Tower	1985-01-01T00:00:00Z	1985
http://www.wikidata.org/entity/Q463915	Buschhaus Power Station	1985-01-01T00:00:00Z	1985
http://www.wikidata.org/entity/Q465150	Phoenix Award	1985-01-01T00:00:00Z	1985
http://www.wikidata.org/entity/Q465692	American Megatrends	1985-01-01T00:00:00Z	1985
http://www.wikidata.org/entity/Q467448	Americans for Tax Reform	1985-01-01T00:00:00Z	1985
http://www.wikidata.org/entity/Q469343	UK rap	1985-01-01T00:00:00Z	1985
http://www.wikidata.org/entity/Q469399	Girne American University	1985-01-01T00:00:00Z	1985
http://www.wikidata.org/entity/Q474570	TriQuint Semiconductor	1985-01-01T00:00:00Z	1985
http://www.wikidata.org/entity/Q477410	Emergence International	1985-01-01T00:00:00Z	1985
http://www.wikidata.org/entity/Q478833	Amstrad PCW	1985-01-01T00:00:00Z	1985
http://www.wikidata.org/entity/Q481565	ensemble recherche	1985-01-01T00:00:00Z	1985
http://www.wikidata.org/entity/Q483251	death metal	1985-01-01T00:00:00Z	1985
http://www.wikidata.org/entity/Q484885	Erasure	1985-01-01T00:00:00Z	1985
http://www.wikidata.org/entity/Q488079	Heeresnachrichtenamt	1985-01-01T00:00:00Z	1985
http://www.wikidata.org/entity/Q489253	Seoul Metropolitan Subway Line 4	1985-01-01T00:00:00Z	1985
http://www.wikidata.org/entity/Q490046	Hanwha Eagles	1985-01-01T00:00:00Z	1985
http://www.wikidata.org/entity/Q490241	Wolgye Station	1985-01-01T00:00:00Z	1985
http://www.wikidata.org/entity/Q490292	Samgakji Station	1985-01-01T00:00:00Z	1985
http://www.wikidata.org/entity/Q490455	Miasageori Station	1985-01-01T00:00:00Z	1985
http://www.wikidata.org/entity/Q490483	Suyu Station	1985-01-01T00:00:00Z	1985
http://www.wikidata.org/entity/Q490490	Gireum Station	1985-01-01T00:00:00Z	1985
http://www.wikidata.org/entity/Q490507	Sanggye Station	1985-01-01T00:00:00Z	1985
http://www.wikidata.org/entity/Q490530	Ssangmun Station	1985-01-01T00:00:00Z	1985
http://www.wikidata.org/entity/Q490536	Mia Station	1985-01-01T00:00:00Z	1985
http://www.wikidata.org/entity/Q490629	Nokcheon Station	1985-01-01T00:00:00Z	1985
http://www.wikidata.org/entity/Q491051	Northern Lights	1985-01-01T00:00:00Z	1985
http://www.wikidata.org/entity/Q491375	Bundesautobahn 250	1985-01-01T00:00:00Z	1985
http://www.wikidata.org/entity/Q493500	The Namibian	1985-01-01T00:00:00Z	1985
http://www.wikidata.org/entity/Q497868	Sinyongsan Station	1985-01-01T00:00:00Z	1985
http://www.wikidata.org/entity/Q497888	Sookmyung Women's University Station	1985-01-01T00:00:00Z	1985
http://www.wikidata.org/entity/Q497926	Hyehwa Station	1985-01-01T00:00:00Z	1985
http://www.wikidata.org/entity/Q497936	Hansung University Station	1985-01-01T00:00:00Z	1985
http://www.wikidata.org/entity/Q497963	Hoehyeon Station	1985-01-01T00:00:00Z	1985
http://www.wikidata.org/entity/Q497982	Sungshin Women's University Station	1985-01-01T00:00:00Z	1985
http://www.wikidata.org/entity/Q498132	Seokgye Station	1985-01-01T00:00:00Z	1985
http://www.wikidata.org/entity/Q502058	The Communards	1985-01-01T00:00:00Z	1985
http://www.wikidata.org/entity/Q502500	Desorden Público	1985-01-01T00:00:00Z	1985
http://www.wikidata.org/entity/Q505799	Danmark Rundt	1985-01-01T00:00:00Z	1985
http://www.wikidata.org/entity/Q507602	Britny Fox	1985-01-01T00:00:00Z	1985
http://www.wikidata.org/entity/Q509930	Luhring Augustine Gallery	1985-01-01T00:00:00Z	1985
http://www.wikidata.org/entity/Q663976	Exumer	1985-01-01T00:00:00Z	1985
http://www.wikidata.org/entity/Q664352	MAZ-7907	1985-01-01T00:00:00Z	1985
http://www.wikidata.org/entity/Q665182	Coupe de la Jeunesse	1985-01-01T00:00:00Z	1985
http://www.wikidata.org/entity/Q665204	Flint Spirits	1985-01-01T00:00:00Z	1985
http://www.wikidata.org/entity/Q665810	Société de transports en commun de Limoges Métropole	1985-01-01T00:00:00Z	1985
http://www.wikidata.org/entity/Q666338	Fate	1985-01-01T00:00:00Z	1985
http://www.wikidata.org/entity/Q666941	Research Institute of Molecular Pathology	1985-01-01T00:00:00Z	1985
http://www.wikidata.org/entity/Q667659	funk metal	1985-01-01T00:00:00Z	1985
http://www.wikidata.org/entity/Q669819	Pontifical Council for the Pastoral Care of Health Care Workers	1985-01-01T00:00:00Z	1985
http://www.wikidata.org/entity/Q670022	Windows Calculator	1985-01-01T00:00:00Z	1985
http://www.wikidata.org/entity/Q670335	The Young Gods	1985-01-01T00:00:00Z	1985
http://www.wikidata.org/entity/Q672946	Freedom Party of Switzerland	1985-01-01T00:00:00Z	1985
http://www.wikidata.org/entity/Q674582	PNY Technologies	1985-01-01T00:00:00Z	1985
http://www.wikidata.org/entity/Q675007	Samuel Ogbemudia Stadium	1985-01-01T00:00:00Z	1985
http://www.wikidata.org/entity/Q675231	Self-Transcendence 3100 Mile Race	1985-01-01T00:00:00Z	1985
